DATE,DFF
1957-12-23,3.000
1957-12-24,3.000
1957-12-25,3.000
1957-12-26,3.000
1957-12-27,3.000
1957-12-28,3.000
1957-12-29,3.000
1957-12-30,3.000
1957-12-31,3.000
1958-01-01,3.000
1958-01-02,3.000
1958-01-03,3.000
1958-01-04,3.000
1958-01-05,3.000
1958-01-06,3.000
1958-01-07,2.88
1958-01-08,3.000
1958-01-09,3.000
1958-01-10,3.000
1958-01-11,3.000
1958-01-12,3.000
1958-01-13,3.000
1958-01-14,2.88
1958-01-15,2.250
1958-01-16,3.000
1958-01-17,3.000
1958-01-18,3.000
1958-01-19,3.000
1958-01-20,3.000
1958-01-21,3.000
1958-01-22,3.000
1958-01-23,2.750
1958-01-24,2.750
1958-01-25,2.750
1958-01-26,2.750
1958-01-27,2.500
1958-01-28,1.750
1958-01-29,0.750
1958-01-30,1.750
1958-01-31,1.500
1958-02-01,1.500
1958-02-02,1.500
1958-02-03,1.750
1958-02-04,1.250
1958-02-05,1.250
1958-02-06,2.250
1958-02-07,2.750
1958-02-08,2.750
1958-02-09,2.750
1958-02-10,2.750
1958-02-11,2.63
1958-02-12,2.63
1958-02-13,2.750
1958-02-14,2.750
1958-02-15,2.750
1958-02-16,2.750
1958-02-17,2.250
1958-02-18,1.000
1958-02-19,0.500
1958-02-20,1.000
1958-02-21,0.750
1958-02-22,0.750
1958-02-23,0.750
1958-02-24,1.000
1958-02-25,0.500
1958-02-26,0.38
1958-02-27,0.750
1958-02-28,0.500
1958-03-01,0.500
1958-03-02,0.500
1958-03-03,1.000
1958-03-04,2.000
1958-03-05,2.500
1958-03-06,2.000
1958-03-07,1.250
1958-03-08,1.250
1958-03-09,1.250
1958-03-10,1.250
1958-03-11,1.250
1958-03-12,1.250
1958-03-13,1.63
1958-03-14,1.500
1958-03-15,1.500
1958-03-16,1.500
1958-03-17,1.250
1958-03-18,1.500
1958-03-19,1.250
1958-03-20,1.500
1958-03-21,1.500
1958-03-22,1.500
1958-03-23,1.500
1958-03-24,1.000
1958-03-25,0.250
1958-03-26,0.250
1958-03-27,0.750
1958-03-28,0.750
1958-03-29,0.750
1958-03-30,0.750
1958-03-31,0.500
1958-04-01,0.250
1958-04-02,0.13
1958-04-03,0.750
1958-04-04,0.750
1958-04-05,0.750
1958-04-06,0.750
1958-04-07,1.000
1958-04-08,1.500
1958-04-09,2.000
1958-04-10,2.13
1958-04-11,1.500
1958-04-12,1.500
1958-04-13,1.500
1958-04-14,1.750
1958-04-15,1.750
1958-04-16,2.13
1958-04-17,1.250
1958-04-18,1.000
1958-04-19,1.000
1958-04-20,1.000
1958-04-21,1.500
1958-04-22,1.63
1958-04-23,1.63
1958-04-24,1.500
1958-04-25,1.63
1958-04-26,1.63
1958-04-27,1.63
1958-04-28,1.63
1958-04-29,0.500
1958-04-30,0.250
1958-05-01,0.750
1958-05-02,1.250
1958-05-03,1.250
1958-05-04,1.250
1958-05-05,1.250
1958-05-06,1.000
1958-05-07,1.000
1958-05-08,1.250
1958-05-09,1.250
1958-05-10,1.250
1958-05-11,1.250
1958-05-12,1.250
1958-05-13,0.250
1958-05-14,0.13
1958-05-15,0.500
1958-05-16,0.63
1958-05-17,0.63
1958-05-18,0.63
1958-05-19,0.38
1958-05-20,0.250
1958-05-21,0.250
1958-05-22,0.250
1958-05-23,0.250
1958-05-24,0.250
1958-05-25,0.250
1958-05-26,0.13
1958-05-27,0.13
1958-05-28,0.13
1958-05-29,0.13
1958-05-30,0.13
1958-05-31,0.13
1958-06-01,0.13
1958-06-02,0.250
1958-06-03,1.000
1958-06-04,0.500
1958-06-05,1.250
1958-06-06,1.500
1958-06-07,1.500
1958-06-08,1.500
1958-06-09,1.63
1958-06-10,1.63
1958-06-11,0.750
1958-06-12,1.250
1958-06-13,1.63
1958-06-14,1.63
1958-06-15,1.63
1958-06-16,1.63
1958-06-17,1.250
1958-06-18,0.500
1958-06-19,0.750
1958-06-20,0.750
1958-06-21,0.750
1958-06-22,0.750
1958-06-23,0.500
1958-06-24,0.250
1958-06-25,0.500
1958-06-26,0.500
1958-06-27,0.500
1958-06-28,0.500
1958-06-29,0.500
1958-06-30,0.500
1958-07-01,0.250
1958-07-02,0.250
1958-07-03,0.750
1958-07-04,0.750
1958-07-05,0.750
1958-07-06,0.750
1958-07-07,1.250
1958-07-08,0.63
1958-07-09,0.500
1958-07-10,1.250
1958-07-11,1.63
1958-07-12,1.63
1958-07-13,1.63
1958-07-14,1.63
1958-07-15,1.000
1958-07-16,0.500
1958-07-17,0.750
1958-07-18,0.500
1958-07-19,0.500
1958-07-20,0.500
1958-07-21,0.38
1958-07-22,0.250
1958-07-23,0.250
1958-07-24,0.500
1958-07-25,0.500
1958-07-26,0.500
1958-07-27,0.500
1958-07-28,0.250
1958-07-29,0.13
1958-07-30,0.13
1958-07-31,0.38
1958-08-01,1.000
1958-08-02,1.000
1958-08-03,1.000
1958-08-04,1.000
1958-08-05,0.750
1958-08-06,1.250
1958-08-07,1.63
1958-08-08,1.63
1958-08-09,1.63
1958-08-10,1.63
1958-08-11,1.750
1958-08-12,1.63
1958-08-13,1.500
1958-08-14,1.63
1958-08-15,1.750
1958-08-16,1.750
1958-08-17,1.750
1958-08-18,1.750
1958-08-19,1.38
1958-08-20,1.250
1958-08-21,1.750
1958-08-22,1.750
1958-08-23,1.750
1958-08-24,1.750
1958-08-25,1.750
1958-08-26,1.750
1958-08-27,1.250
1958-08-28,1.750
1958-08-29,1.750
1958-08-30,1.750
1958-08-31,1.750
1958-09-01,1.750
1958-09-02,1.750
1958-09-03,1.250
1958-09-04,1.750
1958-09-05,1.750
1958-09-06,1.750
1958-09-07,1.750
1958-09-08,1.750
1958-09-09,1.250
1958-09-10,1.750
1958-09-11,1.750
1958-09-12,2.000
1958-09-13,2.000
1958-09-14,2.000
1958-09-15,1.750
1958-09-16,1.13
1958-09-17,0.750
1958-09-18,2.000
1958-09-19,2.000
1958-09-20,2.000
1958-09-21,2.000
1958-09-22,1.88
1958-09-23,1.750
1958-09-24,1.750
1958-09-25,2.000
1958-09-26,2.000
1958-09-27,2.000
1958-09-28,2.000
1958-09-29,2.000
1958-09-30,1.500
1958-10-01,1.000
1958-10-02,2.000
1958-10-03,2.000
1958-10-04,2.000
1958-10-05,2.000
1958-10-06,2.000
1958-10-07,1.500
1958-10-08,2.000
1958-10-09,2.000
1958-10-10,2.000
1958-10-11,2.000
1958-10-12,2.000
1958-10-13,2.000
1958-10-14,2.000
1958-10-15,1.750
1958-10-16,2.000
1958-10-17,2.000
1958-10-18,2.000
1958-10-19,2.000
1958-10-20,2.000
1958-10-21,1.88
1958-10-22,2.000
1958-10-23,2.000
1958-10-24,2.000
1958-10-25,2.000
1958-10-26,2.000
1958-10-27,1.63
1958-10-28,0.500
1958-10-29,0.13
1958-10-30,1.500
1958-10-31,2.000
1958-11-01,2.000
1958-11-02,2.000
1958-11-03,2.000
1958-11-04,2.000
1958-11-05,2.000
1958-11-06,2.000
1958-11-07,2.500
1958-11-08,2.500
1958-11-09,2.500
1958-11-10,1.750
1958-11-11,1.750
1958-11-12,1.000
1958-11-13,2.250
1958-11-14,2.500
1958-11-15,2.500
1958-11-16,2.500
1958-11-17,2.500
1958-11-18,2.500
1958-11-19,2.500
1958-11-20,2.500
1958-11-21,2.250
1958-11-22,2.250
1958-11-23,2.250
1958-11-24,2.500
1958-11-25,2.500
1958-11-26,2.500
1958-11-27,2.500
1958-11-28,2.500
1958-11-29,2.500
1958-11-30,2.500
1958-12-01,2.38
1958-12-02,1.500
1958-12-03,2.250
1958-12-04,2.500
1958-12-05,2.500
1958-12-06,2.500
1958-12-07,2.500
1958-12-08,2.250
1958-12-09,2.000
1958-12-10,2.500
1958-12-11,2.500
1958-12-12,2.500
1958-12-13,2.500
1958-12-14,2.500
1958-12-15,2.500
1958-12-16,2.500
1958-12-17,2.500
1958-12-18,2.500
1958-12-19,2.500
1958-12-20,2.500
1958-12-21,2.500
1958-12-22,2.500
1958-12-23,2.500
1958-12-24,2.500
1958-12-25,2.500
1958-12-26,2.500
1958-12-27,2.500
1958-12-28,2.500
1958-12-29,2.500
1958-12-30,2.38
1958-12-31,2.38
1959-01-01,2.38
1959-01-02,2.500
1959-01-03,2.500
1959-01-04,2.500
1959-01-05,2.500
1959-01-06,2.500
1959-01-07,2.500
1959-01-08,2.500
1959-01-09,2.500
1959-01-10,2.500
1959-01-11,2.500
1959-01-12,2.500
1959-01-13,2.250
1959-01-14,2.38
1959-01-15,2.500
1959-01-16,2.500
1959-01-17,2.500
1959-01-18,2.500
1959-01-19,2.500
1959-01-20,2.500
1959-01-21,2.500
1959-01-22,2.500
1959-01-23,2.500
1959-01-24,2.500
1959-01-25,2.500
1959-01-26,2.500
1959-01-27,2.500
1959-01-28,2.500
1959-01-29,2.500
1959-01-30,2.500
1959-01-31,2.500
1959-02-01,2.500
1959-02-02,2.500
1959-02-03,2.500
1959-02-04,2.500
1959-02-05,2.500
1959-02-06,2.500
1959-02-07,2.500
1959-02-08,2.500
1959-02-09,2.500
1959-02-10,2.250
1959-02-11,1.750
1959-02-12,2.500
1959-02-13,2.500
1959-02-14,2.500
1959-02-15,2.500
1959-02-16,2.500
1959-02-17,2.000
1959-02-18,2.000
1959-02-19,2.500
1959-02-20,2.500
1959-02-21,2.500
1959-02-22,2.500
1959-02-23,2.500
1959-02-24,2.500
1959-02-25,2.500
1959-02-26,2.500
1959-02-27,2.500
1959-02-28,2.500
1959-03-01,2.500
1959-03-02,2.500
1959-03-03,2.250
1959-03-04,2.500
1959-03-05,2.500
1959-03-06,3.000
1959-03-07,3.000
1959-03-08,3.000
1959-03-09,2.500
1959-03-10,2.500
1959-03-11,2.500
1959-03-12,2.750
1959-03-13,2.88
1959-03-14,2.88
1959-03-15,2.88
1959-03-16,2.88
1959-03-17,2.750
1959-03-18,3.000
1959-03-19,2.88
1959-03-20,3.000
1959-03-21,3.000
1959-03-22,3.000
1959-03-23,3.000
1959-03-24,2.88
1959-03-25,2.750
1959-03-26,3.000
1959-03-27,2.88
1959-03-28,2.88
1959-03-29,2.88
1959-03-30,3.000
1959-03-31,3.000
1959-04-01,2.250
1959-04-02,3.000
1959-04-03,3.000
1959-04-04,3.000
1959-04-05,3.000
1959-04-06,3.000
1959-04-07,3.000
1959-04-08,3.000
1959-04-09,3.000
1959-04-10,3.000
1959-04-11,3.000
1959-04-12,3.000
1959-04-13,3.000
1959-04-14,3.000
1959-04-15,3.000
1959-04-16,3.000
1959-04-17,3.000
1959-04-18,3.000
1959-04-19,3.000
1959-04-20,3.000
1959-04-21,3.000
1959-04-22,3.000
1959-04-23,3.000
1959-04-24,3.000
1959-04-25,3.000
1959-04-26,3.000
1959-04-27,3.000
1959-04-28,2.500
1959-04-29,3.000
1959-04-30,3.000
1959-05-01,3.000
1959-05-02,3.000
1959-05-03,3.000
1959-05-04,3.000
1959-05-05,3.000
1959-05-06,3.000
1959-05-07,3.000
1959-05-08,3.000
1959-05-09,3.000
1959-05-10,3.000
1959-05-11,3.000
1959-05-12,3.000
1959-05-13,3.000
1959-05-14,3.000
1959-05-15,3.000
1959-05-16,3.000
1959-05-17,3.000
1959-05-18,2.750
1959-05-19,2.000
1959-05-20,1.500
1959-05-21,3.000
1959-05-22,3.000
1959-05-23,3.000
1959-05-24,3.000
1959-05-25,3.000
1959-05-26,2.750
1959-05-27,2.000
1959-05-28,3.000
1959-05-29,3.250
1959-05-30,3.250
1959-05-31,3.250
1959-06-01,3.000
1959-06-02,3.000
1959-06-03,3.000
1959-06-04,3.250
1959-06-05,3.500
1959-06-06,3.500
1959-06-07,3.500
1959-06-08,3.500
1959-06-09,3.000
1959-06-10,3.250
1959-06-11,3.500
1959-06-12,3.500
1959-06-13,3.500
1959-06-14,3.500
1959-06-15,3.500
1959-06-16,3.500
1959-06-17,3.500
1959-06-18,3.500
1959-06-19,3.500
1959-06-20,3.500
1959-06-21,3.500
1959-06-22,3.500
1959-06-23,3.250
1959-06-24,3.500
1959-06-25,3.500
1959-06-26,3.500
1959-06-27,3.500
1959-06-28,3.500
1959-06-29,3.500
1959-06-30,3.000
1959-07-01,2.750
1959-07-02,3.500
1959-07-03,3.500
1959-07-04,3.500
1959-07-05,3.500
1959-07-06,3.500
1959-07-07,3.500
1959-07-08,3.500
1959-07-09,3.500
1959-07-10,3.500
1959-07-11,3.500
1959-07-12,3.500
1959-07-13,3.500
1959-07-14,3.500
1959-07-15,3.250
1959-07-16,3.500
